-0.5,62,61,0.5,0,0
0,70,66,0.5,0,1
0.5,58,59,0.5,1,1
0.5,62,61,0.5,1,1
0.5,67,64,0.5,0,1
1,57,58,0.5,1,1
1,60,60,0.5,1,1
1,66,63,0.5,0,1
1.5,55,57,0.5,1,1
1.5,58,59,0.5,1,1
1.5,67,64,0.5,0,1
2,54,56,0.5,1,2
2,57,58,0.5,1,2
2,62,61,2,0,2
2,72,67,2,0,2
2.5,50,54,0.5,1,2
2.5,54,56,0.5,1,2
3,52,55,0.5,1,2
3,55,57,0.5,1,2
3.5,54,56,0.5,1,2
3.5,57,58,0.5,1,2
4,55,57,0.5,1,3
4,58,59,0.5,1,3
4,70,66,0.5,0,3
4.5,58,59,0.5,1,3
4.5,62,61,0.5,1,3
4.5,67,64,0.5,0,3
5,57,58,0.5,1,3
5,60,60,0.5,1,3
5,66,63,0.5,0,3
5.5,55,57,0.5,1,3
5.5,58,59,0.5,1,3
5.5,67,64,0.5,0,3
6,48,53,0.5,1,4
6,67,64,2,0,4
6,75,69,2,0,4
6.5,51,55,0.5,1,4
7,55,57,0.5,1,4
7.5,60,60,0.5,1,4
8,58,59,1,1,5
8,74,68,0.5,0,5
8.5,78,70,0.5,0,5
9,79,71,0.5,0,5
9.5,58,59,0.5,1,5
9.5,62,61,0.5,1,5
9.5,74,68,0.5,0,5
10,54,56,1,1,6
10,62,61,1,1,6
10,72,67,0.5,0,6
10.5,80,71,0.5,0,6
11,81,72,0.5,0,6
11.5,54,56,0.5,1,6
11.5,62,61,0.5,1,6
11.5,72,67,0.5,0,6
12,55,57,1,1,7
12,62,61,1,1,7
12,70,66,0.5,0,7
12.5,79,71,0.5,0,7
13,48,53,1,1,7
13,60,60,1,1,7
13,69,65,0.5,0,7
13.5,75,69,0.5,0,7
14,50,54,1.5,1,8
14,58,59,1,1,8
14,67,64,0.75,0,8
14.75,69,65,0.125,0,8
14.875,67,64,0.125,0,8
15,66,63,0.5,0,8
15.5,62,61,0.5,0,8
16,70,66,0.5,0,9
16.5,58,59,0.5,1,9
16.5,62,61,0.5,1,9
16.5,67,64,0.5,0,9
17,57,58,0.5,1,9
17,60,60,0.5,1,9
17,66,63,0.5,0,9
17.5,55,57,0.5,1,9
17.5,58,59,0.5,1,9
17.5,67,64,0.5,0,9
18,54,56,0.5,1,10
18,57,58,0.5,1,10
18,62,61,2,0,10
18,72,67,2,0,10
18.5,50,54,0.5,1,10
18.5,54,56,0.5,1,10
19,52,55,0.5,1,10
19,55,57,0.5,1,10
19.5,54,56,0.5,1,10
19.5,57,58,0.5,1,10
20,55,57,0.5,1,11
20,58,59,0.5,1,11
20,70,66,0.5,0,11
20.5,58,59,0.5,1,11
20.5,62,61,0.5,1,11
20.5,67,64,0.5,0,11
21,57,58,0.5,1,11
21,60,60,0.5,1,11
21,66,63,0.5,0,11
21.5,55,57,0.5,1,11
21.5,58,59,0.5,1,11
21.5,67,64,0.5,0,11
22,48,53,0.5,1,12
22,48,53,1.5,1,12
22,75,69,1.5,0,12
22.5,51,55,0.5,1,12
23,55,57,0.5,1,12
23.5,48,53,0.5,1,12
23.5,57,58,0.5,1,12
23.5,75,69,0.75,0,12
24,50,54,1,1,13
24,58,59,1,1,13
24.25,74,68,0.25,0,13
24.5,77,70,0.25,0,13
24.75,76,69,0.25,0,13
25,79,71,0.25,0,13
25.25,77,70,0.25,0,13
25.5,50,54,0.5,1,13
25.5,53,56,0.5,1,13
25.5,75,69,0.25,0,13
25.75,74,68,0.25,0,13
26,51,55,1,1,14
26,55,57,0.5,1,14
26,72,67,0,0,14
26,74,68,0,0,14
26,74,68,0.5,0,14
26,75,69,0,0,14
26.5,60,60,0.5,1,14
26.5,72,67,0.5,0,14
27,52,55,1,1,14
27,55,57,0.5,1,14
27,71,66,0,0,14
27,72,67,0,0,14
27,72,67,0.5,0,14
27,74,68,0,0,14
27.5,60,60,0.5,1,14
27.5,70,66,0.5,0,14
28,53,56,1,1,15
28,60,60,1,1,15
28,69,65,0,0,15
28,70,66,0,0,15
28,70,66,0.25,0,15
28,72,67,0,0,15
28.25,69,65,0.25,0,15
28.5,67,64,0.25,0,15
28.75,65,63,0.25,0,15
29,64,62,0.25,0,15
29.25,65,63,0.25,0,15
29.5,67,64,0.25,0,15
29.75,65,63,0.25,0,15
30,57,58,0.25,1,16
30,75,69,0.5,0,16
30.25,65,63,0.25,1,16
30.5,60,60,0.25,1,16
30.5,69,65,0.5,0,16
30.75,65,63,0.25,1,16
31,63,62,0.25,1,16
31,69,65,0.5,0,16
31.25,65,63,0.25,1,16
31.5,60,60,0.25,1,16
31.5,69,65,0.5,0,16
31.75,65,63,0.25,1,16
32,62,61,0.25,1,17
32,70,66,0.75,0,17
32.25,65,63,0.25,1,17
32.5,58,59,0.25,1,17
32.75,65,63,0.25,1,17
32.75,74,68,0.25,0,17
33,62,61,0.25,1,17
33,77,70,0.5,0,17
33.25,65,63,0.25,1,17
33.5,58,59,0.25,1,17
33.5,77,70,0.5,0,17
33.75,65,63,0.25,1,17
34,57,58,0.25,1,18
34,87,76,0.5,0,18
34.25,65,63,0.25,1,18
34.5,60,60,0.25,1,18
34.5,81,72,0.5,0,18
34.75,65,63,0.25,1,18
35,63,62,0.25,1,18
35,81,72,0.5,0,18
35.25,65,63,0.25,1,18
35.5,60,60,0.25,1,18
35.5,81,72,0.5,0,18
35.75,65,63,0.25,1,18
36,62,61,0.25,1,19
36,82,73,0.75,0,19
36.25,65,63,0.25,1,19
36.5,58,59,0.25,1,19
36.75,65,63,0.25,1,19
36.75,86,75,0.25,0,19
37,62,61,0.25,1,19
37,89,77,0.5,0,19
37.25,65,63,0.25,1,19
37.5,58,59,0.25,1,19
37.5,65,63,0.5,0,19
37.75,65,63,0.25,1,19
38,57,58,0.25,1,20
38,75,69,0.5,0,20
38.25,65,63,0.25,1,20
38.5,60,60,0.25,1,20
38.5,69,65,0.5,0,20
38.75,65,63,0.25,1,20
39,63,62,0.25,1,20
39,69,65,0.5,0,20
39.25,65,63,0.25,1,20
39.5,60,60,0.25,1,20
39.5,69,65,0.5,0,20
39.75,65,63,0.25,1,20
40,62,61,0.25,1,21
40,70,66,0.75,0,21
40.25,65,63,0.25,1,21
40.5,58,59,0.25,1,21
40.75,65,63,0.25,1,21
40.75,72,67,0.25,0,21
41,56,58,0.25,1,21
41,74,68,0.25,0,21
41.25,65,63,0.25,1,21
41.25,70,66,0.25,0,21
41.5,58,59,0.25,1,21
41.5,72,67,0.25,0,21
41.75,65,63,0.25,1,21
41.75,74,68,0.25,0,21
42,55,57,0.25,1,22
42,75,69,0.75,0,22
42.25,63,62,0.25,1,22
42.5,58,59,0.25,1,22
42.75,63,62,0.25,1,22
42.75,77,70,0.25,0,22
43,51,55,0.25,1,22
43,79,71,0.25,0,22
43.25,63,62,0.25,1,22
43.25,81,72,0.25,0,22
43.5,58,59,0.25,1,22
43.5,82,73,0.25,0,22
43.75,63,62,0.25,1,22
43.75,79,71,0.25,0,22
44,53,56,0.25,1,23
44,76,69,0.25,0,23
44.25,62,61,0.25,1,23
44.25,77,70,0.25,0,23
44.5,58,59,0.25,1,23
44.5,79,71,0.25,0,23
44.75,62,61,0.25,1,23
44.75,77,70,0.25,0,23
45,53,56,0.25,1,23
45,77,70,0.25,0,23
45.25,63,62,0.25,1,23
