0,55,57,0.5,1,1
0,59,59,0.5,1,1
0,67,64,1,0,1
0,79,71,1,0,1
0.5,62,61,0.5,1,1
1,55,57,0.5,1,1
1,59,59,0.5,1,1
1,71,66,1,0,1
1,83,73,1,0,1
1.5,62,61,0.5,1,1
2,55,57,0.5,1,1
2,59,59,0.5,1,1
2,67,64,1,0,1
2,79,71,1,0,1
2.5,62,61,0.5,1,1
3,55,57,0.5,1,2
3,59,59,0.5,1,2
3,74,68,2,0,2
3,86,75,2,0,2
3.5,62,61,0.5,1,2
4,55,57,0.5,1,2
4,59,59,0.5,1,2
4.5,62,61,0.5,1,2
5,55,57,0.5,1,2
5,59,59,0.5,1,2
5,84,74,0.5,0,2
5.5,62,61,0.5,1,2
5.5,83,73,0.5,0,2
6,55,57,0.5,1,3
6,59,59,0.5,1,3
6,81,72,0.5,0,3
6.5,62,61,0.5,1,3
6.5,79,71,0.5,0,3
7,55,57,0.5,1,3
7,59,59,0.5,1,3
7,78,70,0.5,0,3
7.5,62,61,0.5,1,3
7.5,79,71,0.5,0,3
8,55,57,0.5,1,3
8,59,59,0.5,1,3
8,83,73,0.5,0,3
8.5,62,61,0.5,1,3
8.5,79,71,0.5,0,3
9,55,57,0.5,1,4
9,60,60,0.5,1,4
9,78,70,1,0,4
9.5,64,62,0.5,1,4
10,55,57,0.5,1,4
10,60,60,0.5,1,4
10,76,69,1,0,4
10.5,64,62,0.5,1,4
11,55,57,0.5,1,4
11,60,60,0.5,1,4
11,74,68,0.5,0,4
11.5,64,62,0.5,1,4
11.5,72,67,0.5,0,4
12,55,57,0.5,1,5
12,60,60,0.5,1,5
12,71,66,0.5,0,5
12.5,64,62,0.5,1,5
12.5,69,65,0.5,0,5
13,55,57,0.5,1,5
13,60,60,0.5,1,5
13,68,64,0.5,0,5
13.5,64,62,0.5,1,5
13.5,69,65,0.5,0,5
14,55,57,0.5,1,5
14,60,60,0.5,1,5
14,72,67,0.5,0,5
14.5,64,62,0.5,1,5
14.5,69,65,0.5,0,5
15,55,57,0.5,1,6
15,57,58,0.5,1,6
15,60,60,0.5,1,6
15,66,63,2,0,6
15.5,62,61,0.5,1,6
16,55,57,0.5,1,6
16,57,58,0.5,1,6
16,60,60,0.5,1,6
16.5,62,61,0.5,1,6
17,55,57,0.5,1,6
17,57,58,0.5,1,6
17,60,60,0.5,1,6
17,69,65,1,0,6
17.5,62,61,0.5,1,6
18,55,57,0.5,1,7
18,57,58,0.5,1,7
18,60,60,0.5,1,7
18,72,67,1,0,7
18.5,62,61,0.5,1,7
19,55,57,0.5,1,7
19,57,58,0.5,1,7
19,60,60,0.5,1,7
19,69,65,1,0,7
19.5,62,61,0.5,1,7
20,55,57,0.5,1,7
20,57,58,0.5,1,7
20,60,60,0.5,1,7
20,66,63,1,0,7
20.5,62,61,0.5,1,7
21,55,57,3,1,8
21,59,59,3,1,8
21,67,64,0.5,0,8
21.5,62,61,0.5,0,8
22,61,60,0.5,0,8
22.5,62,61,0.5,0,8
23,66,63,0.5,0,8
23.5,67,64,0.5,0,8
24,42,49,3,1,9
24,50,54,3,1,9
24,54,56,3,1,9
24,69,65,0.5,0,9
24.5,62,61,0.5,0,9
25,61,60,0.5,0,9
25.5,62,61,0.5,0,9
26,67,64,0.5,0,9
26.5,69,65,0.5,0,9
27,43,50,2,1,10
27,50,54,2,1,10
27,55,57,2,1,10
27,71,66,0.5,0,10
27.5,67,64,0.5,0,10
28,66,63,0.5,0,10
28.5,67,64,0.5,0,10
29,45,51,0.5,1,10
29,57,58,0.5,1,10
29,72,67,0.5,0,10
29.5,47,52,0.5,1,10
29.5,59,59,0.5,1,10
29.5,74,68,0.5,0,10
30,48,53,1,1,11
30,60,60,1,1,11
30,76,69,0.5,0,11
30.5,74,68,0.5,0,11
31,48,53,1,1,11
31,60,60,1,1,11
31,72,67,0.5,0,11
31.5,71,66,0.5,0,11
32,49,53,1,1,11
32,61,60,1,1,11
32,69,65,0.5,0,11
32.5,67,64,0.5,0,11
33,50,54,0.5,1,12
33,62,61,0.5,1,12
33,66,63,1,0,12
33.5,50,54,0.5,1,12
34,54,56,0.5,1,12
34.5,57,58,0.5,1,12
34.5,62,61,0.5,0,12
35,66,63,0.5,0,12
35.5,69,65,0.5,0,12
36,74,68,0.5,0,13
36.5,66,63,0.5,0,13
37,69,65,0.5,0,13
37.5,74,68,0.5,0,13
38,78,70,0.5,0,13
38.5,69,65,0.5,0,13
39,74,68,0.5,0,14
39.5,78,70,0.5,0,14
40,81,72,0.5,0,14
40.5,74,68,0.5,0,14
41,78,70,0.5,0,14
41.5,81,72,0.5,0,14
42,86,75,0.5,0,15
42.5,78,70,0.5,0,15
43,81,72,0.5,0,15
43.5,86,75,0.5,0,15
44,90,77,0.5,0,15
44.5,88,76,0.5,0,15
45,47,52,0.5,1,16
45,86,75,1,0,16
45.5,50,54,0.5,1,16
46,54,56,0.5,1,16
46.5,59,59,0.5,1,16
46.5,62,61,0.5,0,16
47,66,63,0.5,0,16
47.5,71,66,0.5,0,16
48,74,68,0.5,0,17
48.5,66,63,0.5,0,17
49,71,66,0.5,0,17
49.5,74,68,0.5,0,17
50,78,70,0.5,0,17
50.5,71,66,0.5,0,17
51,74,68,0.5,0,18
51.5,78,70,0.5,0,18
52,83,73,0.5,0,18
52.5,74,68,0.5,0,18
53,78,70,0.5,0,18
53.5,83,73,0.5,0,18
54,86,75,0.5,0,19
54.5,78,70,0.5,0,19
55,83,73,0.5,0,19
55.5,86,75,0.5,0,19
56,90,77,0.5,0,19
56.5,88,76,0.5,0,19
57,44,50,0.5,1,20
57,86,75,1,0,20
57.5,47,52,0.5,1,20
58,50,54,0.5,1,20
58.5,52,55,0.5,1,20
58.5,62,61,0.5,0,20
59,56,57,1,1,20
59,64,62,0.5,0,20
59.5,68,64,0.5,0,20
60,71,66,0.5,0,21
60.5,64,62,0.5,0,21
61,68,64,0.5,0,21
61.5,71,66,0.5,0,21
62,74,68,0.5,0,21
62.5,68,64,0.5,0,21
63,71,66,0.5,0,22
63.5,74,68,0.5,0,22
64,80,71,0.5,0,22
64.5,71,66,0.5,0,22
65,74,68,0.5,0,22
65.5,80,71,0.5,0,22
66,83,73,0.5,0,23
66.5,80,71,0.5,0,23
67,56,57,1,1,23
67,59,59,1,1,23
67,76,69,0.5,0,23
67.5,78,70,0.5,0,23
68,56,57,1,1,23
68,59,59,1,1,23
68,62,61,1,1,23
68,76,69,0.5,0,23
68.5,78,70,0.5,0,23
69,57,58,1,1,24
69,61,60,0.5,0,24
69,73,67,3,0,24
69,76,69,3,0,24
69.5,62,61,0.5,0,24
70,64,62,0.5,0,24
70.5,66,63,0.5,0,24
71,68,64,0.5,0,24
71.5,69,65,0.5,0,24
72,68,64,0.5,0,25
72,74,68,3,0,25
72,76,69,3,0,25
72.5,66,63,0.5,0,25
73,64,62,0.5,0,25
73.5,62,61,0.5,0,25
74,61,60,0.5,0,25
74.5,59,59,0.5,0,25
75,57,58,0.5,1,26
75,76,69,3,0,26
75,79,71,3,0,26
75.5,55,57,0.5,1,26
76,54,56,0.5,1,26
76.5,52,55,0.5,1,26
77,50,54,0.5,1,26
77.5,49,53,0.5,1,26
78,50,54,0.5,1,27
78,74,68,1,0,27
78,78,70,1,0,27
78.5,52,55,0.5,1,27
79,54,56,0.5,1,27
79,74,68,1,0,27
79,78,70,1,0,27
79.5,56,57,0.5,1,27
80,57,58,0.5,1,27
80,74,68,1,0,27
80,78,70,1,0,27
80.5,59,59,0.5,1,27
81,57,58,1,1,28
81,61,60,0.5,0,28
81,73,67,3,0,28
81,76,69,3,0,28
81.5,62,61,0.5,0,28
82,64,62,0.5,0,28
82.5,66,63,0.5,0,28
83,68,64,0.5,0,28
83.5,69,65,0.5,0,28
84,68,64,0.5,0,29
84,74,68,3,0,29
84,76,69,3,0,29
84.5,66,63,0.5,0,29
85,64,62,0.5,0,29
85.5,62,61,0.5,0,29
86,61,60,0.5,0,29
86.5,59,59,0.5,0,29
87,57,58,0.5,1,30
87,76,69,3,0,30
87,79,71,3,0,30
87.5,55,57,0.5,1,30
88,54,56,0.5,1,30
88.5,52,55,0.5,1,30
89,50,54,0.5,1,30
89.5,49,53,0.5,1,30
90,50,54,0.5,1,31
90,74,68,1,0,31
90,78,70,1,0,31
90.5,52,55,0.5,1,31
91,54,56,0.5,1,31
91,74,68,1,0,31
91,78,70,1,0,31
91.5,56,57,0.5,1,31
92,57,58,0.5,1,31
92,74,68,1,0,31
92,78,70,1,0,31
92.5,59,59,0.5,1,31
93,57,58,6,1,32
93,61,60,3,1,32
93,64,62,3,1,32
93,73,67,0.5,0,32
93,76,69,0.5,0,32
93.5,74,68,0.5,0,32
94,76,69,0.5,0,32
94.5,78,70,0.5,0,32
95,80,71,0.5,0,32
95.5,81,72,0.5,0,32
96,80,71,0.5,0,33
96.5,78,70,0.5,0,33
97,76,69,0.5,0,33
97.5,74,68,0.5,0,33
98,73,67,0.5,0,33
98.5,71,66,0.5,0,33
99,57,58,6,1,34
99,62,61,3,1,34
99,68,64,3,1,34
99,74,68,0.5,0,34
99.5,76,69,0.5,0,34
100,78,70,0.5,0,34
100.5,80,71,0.5,0,34
101,81,72,0.5,0,34
101.5,83,73,0.5,0,34
102,81,72,0.5,0,35
102.5,79,71,0.5,0,35
103,78,70,0.5,0,35
103.5,76,69,0.5,0,35
104,74,68,0.5,0,35
104.5,73,67,0.5,0,35
105,57,58,3,1,36
105,61,60,3,1,36
105,64,62,3,1,36
105,67,64,3,1,36
105,76,69,0.5,0,36
105.5,79,71,0.5,0,36
106,85,74,0.5,0,36
106.5,79,71,0.5,0,36
107,88,76,0.5,0,36
107.5,85,74,0.5,0,36
108,58,59,3,1,37
108,61,60,3,1,37
108,64,62,3,1,37
108,67,64,3,1,37
108,88,76,0.5,0,37
108.5,85,74,0.5,0,37
109,88,76,0.5,0,37
109.5,85,74,0.5,0,37
110,88,76,0.5,0,37
110.5,85,74,0.5,0,37
111,57,58,2,1,38
111,61,60,2,1,38
111,64,62,2,1,38
111,67,64,2,1,38
111,88,76,0.5,0,38
111.5,85,74,0.5,0,38
112,81,72,0.5,0,38
112.5,83,73,0.5,0,38
113,55,57,1,1,38
113,61,60,1,1,38
113,64,62,1,1,38
113,85,74,0.5,0,38
113.5,81,72,0.5,0,38
114,54,56,2,1,39
114,57,58,2,1,39
114,62,61,2,1,39
114,86,75,0.5,0,39
114.5,81,72,0.5,0,39
115,86,75,0.5,0,39
115.5,81,72,0.5,0,39
116,50,54,1,1,39
116,57,58,1,1,39
116,62,61,1,1,39
116,78,70,0.5,0,39
116.5,74,68,0.5,0,39
117,57,58,3,1,40
117,61,60,3,1,40
117,64,62,3,1,40
117,67,64,3,1,40
117,76,69,0.5,0,40
117.5,79,71,0.5,0,40
118,85,74,0.5,0,40
118.5,79,71,0.5,0,40
119,88,76,0.5,0,40
119.5,85,74,0.5,0,40
120,58,59,3,1,41
120,61,60,3,1,41
120,64,62,3,1,41
120,67,64,3,1,41
120,88,76,0.5,0,41
120.5,85,74,0.5,0,41
121,88,76,0.5,0,41
121.5,85,74,0.5,0,41
122,88,76,0.5,0,41
122.5,85,74,0.5,0,41
123,57,58,2,1,42
123,61,60,2,1,42
123,64,62,2,1,42
123,67,64,2,1,42
123,88,76,0.5,0,42
123.5,85,74,0.5,0,42
124,81,72,0.5,0,42
124.5,83,73,0.5,0,42
125,55,57,1,1,42
125,61,60,1,1,42
125,64,62,1,1,42
125,85,74,0.5,0,42
125.5,81,72,0.5,0,42
126,54,56,2,1,43
126,57,58,2,1,43
126,62,61,2,1,43
126,86,75,0.5,0,43
126.5,81,72,0.5,0,43
127,86,75,0.5,0,43
127.5,81,72,0.5,0,43
128,50,54,1,1,43
128,57,58,1,1,43
128,62,61,1,1,43
128,78,70,0.5,0,43
128.5,74,68,0.5,0,43
129,55,57,1,1,44
129,59,59,1,1,44
129,62,61,1,1,44
129,83,73,0.5,0,44
129.5,79,71,0.5,0,44
130,83,73,0.5,0,44
130.5,79,71,0.5,0,44
131,55,57,1,1,44
131,59,59,1,1,44
131,64,62,1,1,44
131,74,68,0.5,0,44
131.5,71,66,0.5,0,44
132,57,58,1,1,45
132,62,61,1,1,45
132,66,63,1,1,45
132,69,65,2,0,45
134,57,58,1,1,45
134,61,60,1,1,45
134,67,64,1,1,45
134,76,69,1,0,45
135,50,54,0.5,1,46
