0,71,66,2,0,1,B4, 
0.5,52,55,0.5,1,1,E3, 
0.5,56,57,0.5,1,1,G#3,Y
0.5,59,59,0.5,1,1,B3, 
1,52,55,0.5,1,1,E3, 
1,56,57,0.5,1,1,G#3,Y
1,59,59,0.5,1,1,B3, 
1.5,52,55,0.5,1,1,E3, 
1.5,56,57,0.5,1,1,G#3,Y
1.5,59,59,0.5,1,1,B3, 
2,64,62,2,0,1,E4, 
2,76,69,2,0,1,E5, 
2.5,52,55,0.5,1,1,E3, 
2.5,56,57,0.5,1,1,G#3,Y
2.5,59,59,0.5,1,1,B3, 
3,52,55,0.5,1,1,E3, 
3,56,57,0.5,1,1,G#3,Y
3,59,59,0.5,1,1,B3, 
3.5,52,55,0.5,1,1,E3, 
3.5,56,57,0.5,1,1,G#3,Y
3.5,59,59,0.5,1,1,B3, 
4,73,67,2,0,2,C#5,Y
4.5,52,55,0.5,1,2,E3, 
4.5,57,58,0.5,1,2,A3, 
4.5,61,60,0.5,1,2,C#4,Y
5,52,55,0.5,1,2,E3, 
5,57,58,0.5,1,2,A3, 
5,61,60,0.5,1,2,C#4,Y
5.5,52,55,0.5,1,2,E3, 
5.5,57,58,0.5,1,2,A3, 
5.5,61,60,0.5,1,2,C#4,Y
6,66,63,2,0,2,F#4,Y
6,78,70,2,0,2,F#5,Y
6.5,52,55,0.5,1,2,E3, 
6.5,57,58,0.5,1,2,A3, 
6.5,61,60,0.5,1,2,C#4,Y
7,52,55,0.5,1,2,E3, 
7,57,58,0.5,1,2,A3, 
7,61,60,0.5,1,2,C#4,Y
7.5,52,55,0.5,1,2,E3, 
7.5,57,58,0.5,1,2,A3, 
7.5,61,60,0.5,1,2,C#4,Y
8,75,68,2,0,3,D#5,Y
8.5,52,55,0.5,1,3,E3, 
8.5,54,56,0.5,1,3,F#3,Y
8.5,57,58,0.5,1,3,A3, 
8.5,63,61,0.5,1,3,D#4,Y
9,52,55,0.5,1,3,E3, 
9,54,56,0.5,1,3,F#3,Y
9,57,58,0.5,1,3,A3, 
9,63,61,0.5,1,3,D#4,Y
9.5,52,55,0.5,1,3,E3, 
9.5,54,56,0.5,1,3,F#3,Y
9.5,57,58,0.5,1,3,A3, 
9.5,63,61,0.5,1,3,D#4,Y
10,71,66,2,0,3,B4, 
10,83,73,2,0,3,B5, 
10.5,52,55,0.5,1,3,E3, 
10.5,54,56,0.5,1,3,F#3,Y
10.5,57,58,0.5,1,3,A3, 
10.5,63,61,0.5,1,3,D#4,Y
11,52,55,0.5,1,3,E3, 
11,54,56,0.5,1,3,F#3,Y
11,57,58,0.5,1,3,A3, 
11,63,61,0.5,1,3,D#4,Y
11.5,52,55,0.5,1,3,E3, 
11.5,54,56,0.5,1,3,F#3,Y
11.5,57,58,0.5,1,3,A3, 
11.5,63,61,0.5,1,3,D#4,Y
12,52,55,3,1,4,E3, 
12,56,57,3,1,4,G#3,Y
12,59,59,3,1,4,B3, 
12,64,62,3,1,4,E4, 
12,83,73,1.5,0,4,B5, 
13.5,85,74,0.25,0,4,C#6,Y
13.75,87,75,0.25,0,4,D#6,Y
14,88,76,0.5,0,4,E6, 
16,80,71,0.25,0,5,G#5,Y
16.25,76,69,0.25,0,5,E5, 
16.5,81,72,0.25,0,5,A5, 
16.75,78,70,0.25,0,5,F#5,Y
17,83,73,0.25,0,5,B5, 
17.25,80,71,0.25,0,5,G#5,Y
17.5,85,74,0.25,0,5,C#6,Y
17.75,81,72,0.25,0,5,A5, 
18,68,64,0.25,1,5,G#4,Y
18,83,73,1,0,5,B5, 
18.25,64,62,0.25,1,5,E4, 
18.5,69,65,0.25,1,5,A4, 
18.75,66,63,0.25,1,5,F#4,Y
19,71,66,0.25,1,5,B4, 
19.25,68,64,0.25,1,5,G#4,Y
19.5,73,67,0.25,1,5,C#5,Y
19.75,69,65,0.25,1,5,A4, 
20,56,57,0.25,0,6,G#3,Y
20,71,66,1,1,6,B4, 
20.25,52,55,0.25,0,6,E3, 
