-0.5,34,45,0.5,1,0,A#1,Y
0,53,56,1.5,1,1,F3, 
0,58,59,1.5,1,1,A#3,Y
0,62,61,1.5,1,1,D4, 
1.5,53,56,0.5,1,1,F3, 
1.5,58,59,0.5,1,1,A#3,Y
1.5,62,61,0.5,1,1,D4, 
1.5,74,68,0.5,0,1,D5, 
1.5,77,70,0.5,0,1,F5, 
1.5,82,73,0.5,0,1,A#5,Y
1.5,86,75,0.5,0,1,D6, 
2,53,56,0.5,1,1,F3, 
2,58,59,0.5,1,1,A#3,Y
2,62,61,0.5,1,1,D4, 
2,74,68,0.5,0,1,D5, 
2,77,70,0.5,0,1,F5, 
2,82,73,0.5,0,1,A#5,Y
2,86,75,0.5,0,1,D6, 
3,53,56,0.25,1,1,F3, 
3,58,59,0.25,1,1,A#3,Y
3,62,61,0.25,1,1,D4, 
3,74,68,0.25,0,1,D5, 
3,77,70,0.25,0,1,F5, 
3,82,73,0.25,0,1,A#5,Y
3,87,76,0.25,0,1,D#6,Y
3.5,53,56,0.25,1,1,F3, 
3.5,58,59,0.25,1,1,A#3,Y
3.5,62,61,0.25,1,1,D4, 
3.5,74,68,0.25,0,1,D5, 
3.5,77,70,0.25,0,1,F5, 
3.5,82,73,0.25,0,1,A#5,Y
3.5,86,75,0.25,0,1,D6, 
4,53,56,0.5,1,2,F3, 
4,58,59,0.5,1,2,A#3,Y
4,62,61,0.5,1,2,D4, 
4,74,68,0.5,0,2,D5, 
4,77,70,0.5,0,2,F5, 
4,82,73,0.5,0,2,A#5,Y
4,86,75,0.5,0,2,D6, 
5,50,54,0.5,1,2,D3, 
5,53,56,0.5,1,2,F3, 
5,58,59,0.5,1,2,A#3,Y
5,70,66,0.5,0,2,A#4,Y
5,74,68,0.5,0,2,D5, 
5,77,70,0.5,0,2,F5, 
5,82,73,0.5,0,2,A#5,Y
7.5,34,45,0.5,1,2,A#1,Y
8,53,56,1.5,1,2,F3, 
8,58,59,1.5,1,2,A#3,Y
8,62,61,1.5,1,2,D4, 
8,65,63,1.5,1,2,F4, 
9.5,53,56,0.5,1,3,F3, 
9.5,58,59,0.5,1,3,A#3,Y
9.5,62,61,0.5,1,3,D4, 
9.5,65,63,0.5,1,3,F4, 
9.5,77,70,0.5,0,3,F5, 
9.5,82,73,0.5,0,3,A#5,Y
9.5,86,75,0.5,0,3,D6, 
9.5,89,77,0.5,0,3,F6, 
10,53,56,0.5,1,3,F3, 
10,58,59,0.5,1,3,A#3,Y
10,62,61,0.5,1,3,D4, 
10,65,63,0.5,1,3,F4, 
10,77,70,0.5,0,3,F5, 
10,82,73,0.5,0,3,A#5,Y
10,86,75,0.5,0,3,D6, 
10,89,77,0.5,0,3,F6, 
11,53,56,0.25,1,3,F3, 
11,58,59,0.25,1,3,A#3,Y
11,62,61,0.25,1,3,D4, 
11,65,63,0.25,1,3,F4, 
11,77,70,0.25,0,3,F5, 
11,82,73,0.25,0,3,A#5,Y
11,86,75,0.25,0,3,D6, 
11,91,78,0.25,0,3,G6, 
11.5,53,56,0.25,1,3,F3, 
11.5,58,59,0.25,1,3,A#3,Y
11.5,62,61,0.25,1,3,D4, 
11.5,65,63,0.25,1,3,F4, 
11.5,77,70,0.25,0,3,F5, 
11.5,82,73,0.25,0,3,A#5,Y
11.5,86,75,0.25,0,3,D6, 
11.5,89,77,0.25,0,3,F6, 
12,53,56,0.5,1,4,F3, 
12,58,59,0.5,1,4,A#3,Y
12,62,61,0.5,1,4,D4, 
12,65,63,0.5,1,4,F4, 
12,77,70,0.5,0,4,F5, 
12,82,73,0.5,0,4,A#5,Y
12,86,75,0.5,0,4,D6, 
12,89,77,0.5,0,4,F6, 
13,53,56,0.5,1,4,F3, 
13,58,59,0.5,1,4,A#3,Y
13,62,61,0.5,1,4,D4, 
13,74,68,0.5,0,4,D5, 
13,77,70,0.5,0,4,F5, 
13,82,73,0.5,0,4,A#5,Y
13,86,75,0.5,0,4,D6, 
15,70,66,0.5,0,4,A#4,Y
15.5,72,67,0.5,0,4,C5, 
16,74,68,2,0,5,D5, 
17,64,62,1,1,5,E4, 
