-1,68,64,1,0,0,G#4,Y
-1,68,64,0.25,0,0,G#4,Y
-0.75,71,66,0.75,0,0,B4, 
-0.5,52,55,0.25,1,0,E3, 
-0.25,59,59,0.25,1,0,B3, 
0,71,66,1,0,1,B4, 
0,71,66,0.25,0,1,B4, 
0.25,66,63,0.75,0,1,F#4,Y
0.5,63,61,0.25,1,1,D#4,Y
0.75,51,54,0.25,1,1,D#3,Y
1,64,62,1,0,1,E4, 
1,64,62,0.25,0,1,E4, 
1.25,68,64,0.75,0,1,G#4,Y
1.5,49,53,0.25,1,1,C#3,Y
1.75,56,57,0.25,1,1,G#3,Y
2,68,64,1,0,2,G#4,Y
2,68,64,0.25,0,2,G#4,Y
2.25,63,61,0.75,0,2,D#4,Y
2.5,59,59,0.25,1,2,B3, 
2.75,47,52,0.25,1,2,B2, 
3,61,60,1,0,2,C#4,Y
3,61,60,0.25,0,2,C#4,Y
3.25,64,62,0.75,0,2,E4, 
3.5,45,51,0.25,1,2,A2, 
3.75,52,55,0.25,1,2,E3, 
4,64,62,1,0,3,E4, 
4,64,62,0.25,0,3,E4, 
4.25,59,59,0.75,0,3,B3, 
4.5,56,57,0.25,1,3,G#3,Y
4.75,44,50,0.25,1,3,G#2,Y
5,57,58,0.25,0,3,A3, 
5,63,61,1,0,3,D#4,Y
5,66,63,1,0,3,F#4,Y
5.25,59,59,0.75,0,3,B3, 
5.5,35,45,0.25,1,3,B1, 
5.75,47,52,0.25,1,3,B2, 
6,56,57,0.25,0,4,G#3,Y
6,64,62,1,0,4,E4, 
6,68,64,1,0,4,G#4,Y
6.25,59,59,0.75,0,4,B3, 
6.5,52,55,0.25,1,4,E3, 
6.75,40,48,0.25,1,4,E2, 
7,68,64,1,0,4,G#4,Y
7,68,64,0.25,0,4,G#4,Y
7.25,71,66,0.75,0,4,B4, 
7.5,52,55,0.25,1,4,E3, 
7.75,59,59,0.25,1,4,B3, 
8,71,66,1,0,5,B4, 
8,71,66,0.25,0,5,B4, 
8.25,66,63,0.75,0,5,F#4,Y
8.5,63,61,0.25,1,5,D#4,Y
8.75,51,54,0.25,1,5,D#3,Y
9,64,62,1,0,5,E4, 
9,70,65,0.25,0,5,A#4,Y
9.25,76,69,0.75,0,5,E5, 
9.5,49,53,0.25,1,5,C#3,Y
9.75,54,56,0.25,1,5,F#3,Y
10,63,61,1,0,6,D#4,Y
10,75,68,0.25,0,6,D#5,Y
10.25,71,66,0.75,0,6,B4, 
10.5,59,59,0.25,1,6,B3, 
10.75,47,52,0.25,1,6,B2, 
11,71,66,1,0,6,B4, 
11,71,66,0.25,0,6,B4, 
11.25,75,68,0.75,0,6,D#5,Y
11.5,54,56,0.25,1,6,F#3,Y
11.75,66,63,0.25,1,6,F#4,Y
12,76,69,1,0,6,E5, 
12,76,69,0.25,0,6,E5, 
12.25,71,66,0.75,0,7,B4, 
12.5,68,64,0.25,1,7,G#4,Y
12.75,56,57,0.25,1,7,G#3,Y
13,68,64,0.25,0,7,G#4,Y
13,71,66,1,0,7,B4, 
13.25,80,71,0.75,0,7,G#5,Y
13.5,52,55,0.25,1,7,E3, 
13.75,64,62,0.25,1,7,E4, 
14,78,70,1,0,7,F#5,Y
14,78,70,0.25,0,7,F#5,Y
14.25,71,66,0.75,0,8,B4, 
14.25,75,68,0.75,0,8,D#5,Y
14.5,66,63,0.25,1,8,F#4,Y
14.75,54,56,0.25,1,8,F#3,Y
15,70,65,1,0,8,A#4,Y
15,73,67,0.25,0,8,C#5,Y
15.25,82,72,0.75,0,8,A#5,Y
15.5,42,49,0.25,1,8,F#2,Y
15.75,54,56,0.25,1,8,F#3,Y
16,69,65,1.5,0,9,A4, 
16,72,66,1,0,9,C5, 
16,75,68,1,0,9,D#5,Y
16,78,70,1,0,9,F#5,Y
16,81,72,1,0,9,A5, 
16.5,54,56,0.5,1,9,F#3,Y
16.5,57,58,0.5,1,9,A3, 
16.5,60,59,0.25,1,9,C4, 
16.5,63,61,0.25,1,9,D#4,Y
16.75,64,62,0.25,1,9,E4, 
17,66,63,0.125,1,9,F#4,Y
17.25,68,64,0.25,1,9,G#4,Y
17.5,60,59,0.5,1,9,C4, 
17.5,63,61,0.5,1,9,D#4,Y
17.5,69,65,0.5,1,9,A4, 
17.5,80,71,0.125,0,9,G#5,Y
17.75,78,70,0.125,0,9,F#5,Y
18,61,60,0.25,1,9,C#4,Y
18,64,62,0.25,1,9,E4, 
18,68,64,0.25,1,9,G#4,Y
18,73,67,0.25,0,9,C#5,Y
18,76,69,0.25,0,9,E5, 
18.25,66,63,0.25,1,9,F#4,Y
18.25,69,65,0.25,1,9,A4, 
18.25,72,66,0.25,0,9,C5, 
18.25,75,68,0.25,0,9,D#5,Y
18.5,64,62,0.25,1,9,E4, 
18.5,68,64,0.125,1,9,G#4,Y
18.5,73,67,0.125,0,9,C#5,Y
18.5,76,69,0.125,0,9,E5, 
18.75,63,61,0.25,1,9,D#4,Y
18.75,66,63,0.25,1,9,F#4,Y
18.75,68,64,0.125,0,9,G#4,Y
18.75,72,66,0.125,0,9,C5, 
18.75,78,70,0.125,0,9,F#5,Y
19,79,70,0.5,0,10,G5, 
19.25,52,55,0.75,1,10,E3, 
19.5,56,57,0.5,1,10,G#3,Y
19.5,61,60,0.25,1,10,C#4,Y
19.5,68,64,1,0,10,G#4,Y
19.5,73,67,0.5,0,10,C#5,Y
19.5,76,69,0.5,0,10,E5, 
19.5,80,71,0.5,0,10,G#5,Y
19.75,63,61,0.25,1,10,D#4,Y
20.5,73,67,0.5,0,10,C#5,Y
20.5,78,70,0.25,0,10,F#5,Y
20.75,76,69,0.125,0,10,E5, 
21,59,59,0.25,1,10,B3, 
21,63,61,0.25,1,10,D#4,Y
21,64,62,0.125,1,10,E4, 
21,66,63,0.25,0,10,F#4,Y
21,75,68,0.25,0,10,D#5,Y
21.25,58,58,0.25,1,10,A#3,Y
21.25,61,60,0.25,1,10,C#4,Y
21.25,64,62,0.25,0,10,E4, 
21.25,66,63,0.25,0,10,F#4,Y
21.25,66,63,0.25,1,10,F#4,Y
21.25,73,67,0.25,0,10,C#5,Y
21.5,58,58,0.5,1,10,A#3,Y
21.5,59,59,0.125,1,10,B3, 
21.5,63,61,0.125,0,10,D#4,Y
21.5,66,63,0.125,0,10,F#4,Y
21.5,67,64,0.5,1,10,G4, 
21.5,75,68,0.125,0,10,D#5,Y
21.75,56,57,0.125,1,10,G#3,Y
21.75,59,59,0.125,1,10,B3, 
21.75,64,62,0.125,1,10,E4, 
21.75,71,66,0.125,0,10,B4, 
21.75,76,69,0.125,0,10,E5, 
22,51,54,0.5,1,11,D#3,Y
22,59,59,0.5,1,11,B3, 
22,78,70,0.25,0,11,F#5,Y
22.25,71,66,0.25,0,11,B4, 
22.5,56,57,0.5,1,11,G#3,Y
22.5,59,59,0.5,1,11,B3, 
22.5,78,70,0.25,0,11,F#5,Y
22.75,76,69,0.25,0,11,E5, 
23,54,56,0.5,1,11,F#3,Y
23,59,59,0.5,1,11,B3, 
23,75,68,1,0,11,D#5,Y
23.5,54,56,0.5,1,11,F#3,Y
23.5,59,59,0.5,1,11,B3, 
23.5,63,61,0.5,1,11,D#4,Y
24,54,56,0.5,1,11,F#3,Y
24,58,58,0.5,1,11,A#3,Y
24,61,60,0.5,1,11,C#4,Y
24,73,67,0.1,0,11,C#5,Y
24.1,75,68,0.1,0,11,D#5,Y
24.2,73,67,0.1,0,11,C#5,Y
24.3,72,66,0.1,0,11,C5, 
24.4,73,67,0.1,0,11,C#5,Y
24.5,54,56,0.5,1,11,F#3,Y
24.5,57,58,0.5,1,11,A3, 
24.5,60,59,0.5,1,11,C4, 
24.5,63,61,0.5,1,11,D#4,Y
24.5,75,68,0.08333,0,11,D#5,Y
24.58333,76,69,0.08333,0,11,E5, 
24.66667,77,69,0.08333,0,11,F5, 
24.75,78,70,0.08333,0,11,F#5,Y
24.83333,79,70,0.08333,0,11,G5, 
24.91667,80,71,0.08333,0,11,G#5,Y
25,30,42,2.5,1,12,F#1,Y
25,42,49,2,1,12,F#2,Y
25,81,72,0.125,0,12,A5, 
25.125,93,79,0.125,0,12,A6, 
25.25,87,75,0.125,0,12,D#6,Y
25.375,84,73,0.125,0,12,C6, 
25.5,81,72,0.125,0,12,A5, 
25.625,75,68,0.125,0,12,D#5,Y
25.75,72,66,0.125,0,12,C5, 
25.875,69,65,0.125,0,12,A4, 
26,63,61,0.125,0,12,D#4,Y
26.125,60,59,0.125,0,12,C4, 
26.25,57,58,0.125,0,12,A3, 
26.375,51,54,0.125,0,12,D#3,Y
26.5,48,52,0.08333,1,12,C3, 
26.58333,45,51,0.08333,1,12,A2, 
26.66667,48,52,0.08333,1,12,C3, 
26.75,51,54,0.08333,1,12,D#3,Y
26.83333,57,58,0.08333,1,12,A3, 
26.91667,60,59,0.08333,1,12,C4, 
27,63,61,0.05833,0,12,D#4,Y
27.05833,69,65,0.05833,0,12,A4, 
27.125,72,66,0.05833,0,12,C5, 
27.18333,75,68,0.05833,0,12,D#5,Y
27.25,81,72,0.05833,0,12,A5, 
27.30833,84,73,0.05833,0,12,C6, 
27.375,87,75,0.05833,0,12,D#6,Y
27.43333,93,79,0.05833,0,12,A6, 
27.5,29,41,0.25,1,12,F1, 
27.5,41,48,0.25,1,12,F2, 
27.5,80,71,0.25,0,12,G#5,Y
27.5,92,78,0.25,0,12,G#6,Y
27.75,27,40,0.25,1,12,D#1,Y
27.75,39,47,0.25,1,12,D#2,Y
27.75,79,70,0.25,0,12,G5, 
